date,species,sex,tree_id,orientation,tray_colour,tray_position_id,weight,treatment,with_male,mating_location,eggs,comments
08/12/2023,wm,f,14158,s,purple3,d8,0.023,mated,n,o3a5,y,NA
08/12/2023,wm,f,14158,n,w2,b11,0.0221,storage,NA,NA,NA,NA
08/12/2023,wm,f,14158,n,w2,b12,0.0339,storage,NA,NA,NA,NA
08/12/2023,wm,f,14158,n,w2,c1,0.0384,storage,NA,NA,NA,NA
08/12/2023,mu/wm_probably_mu,f,21184,n,w2,c2,0.0817,storage,NA,NA,NA,NA
08/12/2023,wm,f,21184,s,purple3,d9,0.0141,mated,y,o3a6,y,NA
08/12/2023,wm,m,14128,n,NA,NA,NA,lionel,NA,NA,NA,NA
08/12/2023,wm,m,14128,n,NA,NA,NA,lionel,NA,NA,NA,NA
08/12/2023,wm,m,14128,n,NA,NA,NA,lionel,NA,NA,NA,NA
08/12/2023,wm,m,14128,n,NA,NA,NA,lionel,NA,NA,NA,NA
08/12/2023,wm,m,14128,n,NA,NA,NA,lionel,NA,NA,NA,NA
08/12/2023,wm,m,14128,n,NA,NA,NA,lionel,NA,NA,NA,NA
08/12/2023,wm,f,17321,s,NA,NA,0.031,lionel,NA,NA,NA,NA
08/12/2023,wm,f,17321,s,NA,NA,0.0423,lionel,NA,NA,NA,NA
08/12/2023,wm,m,14128,s,NA,NA,NA,lionel,NA,NA,NA,NA
08/12/2023,wm,m,14128,s,NA,NA,NA,lionel,NA,NA,NA,NA
11/12/2023,wm,f,14511,s,purple3,d10,0.0098,mated,y,o3a7,y,NA
11/12/2023,wm,f,14511,s,purple3,d11,0.0154,mated,y,o3a8,y,NA
11/12/2023,wm,f,14511,s,w2,c3,0.01,storage,NA,NA,NA,NA
11/12/2023,wm,f,14511,s,w2,c4,0.0115,storage,NA,NA,NA,NA
11/12/2023,wm,f,14511,s,w2,c5,0.088,storage,NA,NA,NA,NA
11/12/2023,wm,f,14511,s,w2,c6,0.0126,storage,NA,NA,NA,NA
11/12/2023,wm,f,14511,s,w2,c7,0.0123,storage,NA,NA,NA,NA
11/12/2023,wm,f,14511,s,w2,c8,0.0196,storage,NA,NA,NA,NA
11/12/2023,wm,f,14511,s,w2,c9,0.0149,storage,NA,NA,NA,NA
11/12/2023,wm,f,14511,s,w2,c10,0.0124,storage,NA,NA,NA,NA
11/12/2023,wm,f,14511,s,w2,c11,0.0134,storage,NA,NA,NA,NA
11/12/2023,wm,f,14511,s,w2,c12,0.0241,storage,NA,NA,NA,NA
11/12/2023,wm,f,14511,s,w2,d1,0.073,storage,NA,NA,NA,NA
11/12/2023,wm,f,14511,s,w2,d2,0.0172,storage,NA,NA,NA,NA
11/12/2023,wm,f,14511,n,w2,d3,0.0177,storage,NA,NA,NA,NA
11/12/2023,wm,f,14511,n,w2,d4,0.0149,storage,NA,NA,NA,NA
11/12/2023,wm,f,14511,n,w2,d5,0.0128,storage,NA,NA,NA,NA
11/12/2023,wm,f,14158,s,purple3,d12,0.0142,mated,n,o3a9,y,NA
11/12/2023,wm,f,14158,s,w2,d6,0.0149,storage,NA,NA,NA,NA
11/12/2023,wm,f,14510,n,purple3,e1,0.0266,mated,n,o3a10,y,green_eggs
11/12/2023,wm,m,14291,n,s2,a5,NA,storage,NA,NA,NA,NA
11/12/2023,mu,f,14291,n,w2,d7,0.094,storage,NA,NA,NA,NA
11/12/2023,wm,f,15160,s,purple3,e2,0.0144,mated,NA,o3b1,y,NA
11/12/2023,wm,f,15160,n,w2,d8,0.0313,storage,NA,NA,NA,NA
11/12/2023,wm,f,16106,s,purple3,e3,0.0155,mated,NA,o3b2,y,NA
11/12/2023,wm,f,16106,s,w2,d9,0.016,storage,NA,NA,NA,NA
11/12/2023,wm,f,16106,s,w2,d10,0.0123,storage,NA,NA,NA,NA
11/12/2023,wm,f,16106,s,w2,d11,0.0259,storage,NA,NA,NA,NA
11/12/2023,wm,f,16091,s,purple3,e4,0.0223,mated,NA,o3b3,y,NA
11/12/2023,wm,f,16091,s,w2,d12,0.0202,storage,NA,NA,NA,NA
11/12/2023,wm,f,16091,s,w2,e1,0.0145,storage,NA,NA,NA,NA
11/12/2023,wm,f,16091,s,w2,e2,0.0117,storage,NA,NA,NA,NA
11/12/2023,wm,f,16091,s,w2,e3,0.0154,storage,NA,NA,NA,NA
11/12/2023,su,f,16091,s,w2,e4,0.0287,storage,NA,NA,NA,NA
11/12/2023,wm,f,16091,s,w2,e5,0.0178,storage,NA,NA,NA,NA
11/12/2023,wm,f,16091,s,w2,e6,0.018,storage,NA,NA,NA,NA
11/12/2023,wm,f,16091,s,w2,e7,0.016,storage,NA,NA,NA,NA
11/12/2023,wm,f,16091,s,w2,e8,NA,storage,NA,NA,NA,no_weight_partially_eaten_
11/12/2023,wm,f,16682,s,purple3,e5,0.0279,mated,y,o3b4,y,NA
11/12/2023,wm,f,16682,s,purple3,e6,0.0135,mated,y,o3b5,y,NA
11/12/2023,wm,f,16682,s,w2,e9,0.014,storage,NA,NA,NA,NA
11/12/2023,wm,f,16682,s,w2,e10,0.0136,storage,NA,NA,NA,NA
11/12/2023,wm,f,16682,s,w2,e11,0.0148,storage,NA,NA,NA,NA
11/12/2023,wm,f,16682,n,w2,e12,0.028,storage,NA,NA,NA,NA
11/12/2023,wm,f,16682,s,orange2,a1,0.0216,storage,NA,NA,NA,NA
11/12/2023,wm,f,16682,s,orange2,a2,0.0132,storage,NA,NA,NA,NA
11/12/2023,wm,f,16682,s,orange2,a3,0.0195,storage,NA,NA,NA,NA
11/12/2023,wm,f,16682,s,orange2,a4,0.0161,storage,NA,NA,NA,NA
11/12/2023,wm,f,16682,s,orange2,a5,0.0305,storage,NA,NA,NA,NA
11/12/2023,wm,f,16682,s,orange2,a6,0.0229,storage,NA,NA,NA,NA
11/12/2023,wm,f,16682,s,orange2,a7,0.0112,storage,NA,NA,NA,NA
11/12/2023,wm,f,16682,n,orange2,a8,0.0142,storage,NA,NA,NA,NA
11/12/2023,su,f,16682,n,orange2,a9,0.0216,storage,NA,NA,NA,NA
11/12/2023,wm,f,16682,n,orange2,a10,0.0294,storage,NA,NA,NA,NA
11/12/2023,wm,f,16682,n,orange2,a11,0.0165,storage,NA,NA,NA,NA
11/12/2023,wm,f,16682,n,orange2,a12,0.0217,storage,NA,NA,NA,NA
11/12/2023,wm,f,16089,n,purple3,e7,0.0224,mated,NA,o3b6,y,NA
11/12/2023,wm,f,16089,n,orange2,b1,0.0212,storage,NA,NA,NA,NA
11/12/2023,wm,f,16089,n,orange2,b2,0.015,storage,NA,NA,NA,NA
11/12/2023,wm,f,16089,s,orange2,b3,0.0198,storage,NA,NA,NA,NA
11/12/2023,wm,f,17115,s,purple3,e8,0.0262,mated,NA,o3b7,y,NA
11/12/2023,wm,f,17115,n,orange2,b4,0.0114,storage,NA,NA,NA,NA
11/12/2023,wm,f,17028,s,purple3,e9,0.0288,mated,y,o3b8,y,NA
11/12/2023,wm,f,17028,s,orange2,b5,0.0105,storage,NA,NA,NA,NA
11/12/2023,wm,f,17028,s,orange2,b6,0.023,storage,NA,NA,NA,NA
11/12/2023,wm,f,17028,s,orange2,b7,0.0178,storage,NA,NA,NA,NA
11/12/2023,wm,f,17028,s,orange2,b8,0.0254,storage,NA,NA,NA,NA
11/12/2023,wm,f,17028,s,orange2,b9,0.0256,storage,NA,NA,NA,NA
11/12/2023,wm,f,17028,s,orange2,b10,0.0321,storage,NA,NA,NA,NA
11/12/2023,wm,f,17028,s,orange2,b11,0.0175,storage,NA,NA,NA,NA
11/12/2023,wm,f,17028,n,purple3,e10,0.0178,mated,y,o3b9,n,NA
11/12/2023,wm,f,17028,n,orange2,b12,0.0268,storage,NA,NA,NA,NA
11/12/2023,wm,f,17028,n,orange2,c1,0.0138,storage,NA,NA,NA,NA
11/12/2023,wm,f,17028,n,orange2,c2,0.0218,storage,NA,NA,NA,NA
11/12/2023,wm,f,17028,n,orange2,c3,0.0176,storage,NA,NA,NA,NA
11/12/2023,wm,f,17028,n,orange2,c4,0.0276,storage,NA,NA,NA,NA
11/12/2023,wm,f,17028,n,orange2,c5,0.0277,storage,NA,NA,NA,NA
11/12/2023,wm,f,17028,n,orange2,c6,0.0276,storage,NA,NA,NA,NA
11/12/2023,wm,f,17028,n,orange2,c7,0.0235,storage,NA,NA,NA,NA
11/12/2023,wm,f,17307,s,purple3,e11,0.0228,mated,y,o3b10,y,NA
11/12/2023,wm,f,17307,s,orange2,c8,0.0148,storage,NA,NA,NA,NA
11/12/2023,wm,f,17307,s,orange2,c9,0.0208,storage,NA,NA,NA,NA
11/12/2023,wm,f,17307,s,orange2,c10,0.0265,storage,NA,NA,NA,NA
11/12/2023,wm,f,17307,s,orange2,c11,0.0261,storage,NA,NA,NA,NA
11/12/2023,?,f,17307,s,orange2,c12,0.148,storage,NA,NA,NA,could_be_pale_brindled_beauty
11/12/2023,wm,f,17307,n,orange2,d1,0.0215,storage,NA,NA,NA,NA
11/12/2023,wm,f,17307,n,orange2,d2,0.016,storage,NA,NA,NA,NA
11/12/2023,su,f,17307,n,orange2,d3,0.0486,storage,NA,NA,NA,NA
11/12/2023,wm,f,17307,n,orange2,d4,0.0211,storage,NA,NA,NA,NA
11/12/2023,wm,f,17307,n,orange2,d5,0.0086,storage,NA,NA,NA,NA
11/12/2023,wm,f,17484,s,purple3,e12,0.0339,mated,y,o3c1,y,NA
11/12/2023,wm,f,17484,s,orange3,a1,0.0147,mated,y,o3c2,n,NA
11/12/2023,wm,f,17484,s,orange2,d6,0.0156,storage,NA,NA,NA,NA
11/12/2023,wm,f,17484,s,orange2,d7,0.0107,storage,NA,NA,NA,NA
11/12/2023,wm,f,17484,s,orange2,d8,0.0196,storage,NA,NA,NA,NA
11/12/2023,wm,f,17484,s,orange2,d9,0.0095,storage,NA,NA,NA,NA
11/12/2023,wm,f,17484,s,orange2,d10,0.0189,storage,NA,NA,NA,NA
11/12/2023,wm,f,17484,s,orange2,d11,0.0324,storage,NA,NA,NA,NA
11/12/2023,wm,f,17484,s,orange2,d12,0.0124,storage,NA,NA,NA,NA
11/12/2023,su,f,17484,s,orange2,d13,0.0469,storage,NA,NA,NA,NA
11/12/2023,wm,f,17484,s,orange2,d14,0.0115,storage,NA,NA,NA,NA
11/12/2023,wm,f,17484,s,orange2,d15,0.0153,storage,NA,NA,NA,NA
11/12/2023,wm,f,17484,s,orange2,d16,0.0178,storage,NA,NA,NA,NA
11/12/2023,wm,f,17863,s,orange3,a2,0.0158,mated,y,o3c3,y,NA
11/12/2023,wm,f,17863,s,orange2,e5,0.0243,storage,NA,NA,NA,NA
11/12/2023,wm,f,17863,n,orange3,a3,0.0106,mated,y,o3c4,n,NA
11/12/2023,wm,f,17863,n,orange3,a4,0.0107,mated,y,o3c5,n,NA
11/12/2023,wm,f,17863,n,orange3,a5,0.0098,mated,y,o3c6,y,NA
11/12/2023,wm,f,17863,n,orange2,e6,0.0143,storage,NA,NA,NA,NA
11/12/2023,wm,f,17863,n,orange2,e7,0.0133,storage,NA,NA,NA,NA
11/12/2023,wm,f,17863,n,orange2,e8,0.0074,storage,NA,NA,NA,NA
11/12/2023,wm,f,17863,n,orange2,e9,0.0104,storage,NA,NA,NA,NA
11/12/2023,wm,f,17863,n,orange2,e10,0.0131,storage,NA,NA,NA,NA
11/12/2023,wm,f,17863,n,orange2,e11,0.0098,storage,NA,NA,NA,NA
11/12/2023,wm,f,17863,n,orange2,e12,0.0183,storage,NA,NA,NA,NA
11/12/2023,wm,f,17863,n,p2,a1,0.0091,storage,NA,NA,NA,NA
11/12/2023,wm,f,17863,n,p2,a2,0.095,storage,NA,NA,NA,NA
11/12/2023,wm,f,17863,n,p2,a3,0.0107,storage,NA,NA,NA,NA
11/12/2023,wm,f,17863,n,p2,a4,0.0176,storage,NA,NA,NA,NA
11/12/2023,wm,f,17863,n,p2,a5,0.012,storage,NA,NA,NA,NA
11/12/2023,wm,f,17863,n,p2,a6,0.0091,storage,NA,NA,NA,NA
11/12/2023,wm,f,17863,n,p2,a7,0.009,storage,NA,NA,NA,NA
11/12/2023,wm,f,17863,n,p2,a8,0.0138,storage,NA,NA,NA,NA
11/12/2023,wm,f,17863,n,p2,a9,0.0228,storage,NA,NA,NA,NA
11/12/2023,wm,f,17863,n,p2,a10,0.0359,storage,NA,NA,NA,NA
11/12/2023,su,f,17863,n,p2,a11,0.0197,storage,NA,NA,NA,NA
11/12/2023,su,f,17863,n,p2,a12,0.041,storage,NA,NA,NA,NA
11/12/2023,wm,f,17863,n,p2,b1,0.0151,storage,NA,NA,NA,NA
11/12/2023,wm,f,18178,s,orange3,a6,0.0164,mated,y,o3c7,y,green_eggs
11/12/2023,wm,f,18178,s,orange3,a7,0.0155,mated,y,o3c8,y,NA
11/12/2023,wm,f,18178,s,p2,b2,0.0089,storage,NA,NA,NA,NA
11/12/2023,wm,f,18178,s,p2,b3,0.0121,storage,NA,NA,NA,NA
11/12/2023,wm,f,18178,s,p2,b4,0.0099,storage,NA,NA,NA,NA
11/12/2023,wm,f,18178,s,p2,b5,0.007,storage,NA,NA,NA,NA
11/12/2023,wm,f,18178,s,p2,b6,0.0245,storage,NA,NA,NA,NA
11/12/2023,wm,f,18178,s,p2,b7,0.0118,storage,NA,NA,NA,NA
11/12/2023,wm,f,17893,s,orange3,a8,0.0294,mated,n,o3c9,n,NA
11/12/2023,wm,f,17893,s,p2,b8,0.0159,storage,NA,NA,NA,NA
11/12/2023,su,f,17893,s,p2,b9,0.0294,storage,NA,NA,NA,NA
11/12/2023,wm,f,17893,s,p2,b10,0.0259,storage,NA,NA,NA,NA
11/12/2023,wm,f,17893,s,p2,b11,0.0145,storage,NA,NA,NA,NA
11/12/2023,wm,f,17893,s,p2,b12,0.0119,storage,NA,NA,NA,NA
11/12/2023,wm,f,17893,s,p2,c1,0.0283,storage,NA,NA,NA,NA
11/12/2023,wm,f,17893,s,p2,c2,0.0203,storage,NA,NA,NA,NA
11/12/2023,wm,f,17907,s,orange3,a9,0.0251,mated,n,o3c10,y,NA
11/12/2023,wm,f,17907,s,p2,c3,0.0125,storage,NA,NA,NA,NA
11/12/2023,wm,f,19864,s,orange3,a10,0.0194,mated,y,o3d1,y,NA
11/12/2023,wm,f,19864,s,p2,c4,0.0129,storage,NA,NA,NA,NA
11/12/2023,wm,f,19864,s,p2,c5,0.0125,storage,NA,NA,NA,NA
11/12/2023,wm,f,19864,s,orange3,a11,0.0126,mated,n,o3d2,y,NA
11/12/2023,wm,f,19864,s,p2,c6,0.0108,storage,NA,NA,NA,NA
11/12/2023,wm,f,19864,s,p2,c7,0.01,storage,NA,NA,NA,NA
11/12/2023,wm,f,19864,s,p2,c8,0.0104,storage,NA,NA,NA,NA
11/12/2023,wm,f,19864,n,p2,c9,0.0123,storage,NA,NA,NA,NA
11/12/2023,wm,f,19864,n,p2,c10,0.03,storage,NA,NA,NA,NA
11/12/2023,wm,f,19872,s,orange3,a12,0.0216,mated,n,o3d3,y,green_eggs
11/12/2023,wm,f,19872,s,p2,c11,0.03,storage,NA,NA,NA,NA
11/12/2023,wm,f,20400,s,orange3,b1,0.0157,mated,n,o3d4,y,NA
11/12/2023,wm,m,21184,s,s2,a6,NA,storage,NA,NA,NA,NA
11/12/2023,wm,m,14128,n,NA,NA,NA,lionel,NA,NA,NA,NA
11/12/2023,wm,m,14128,n,NA,NA,NA,lionel,NA,NA,NA,NA
11/12/2023,wm,m,14128,n,NA,NA,NA,lionel,NA,NA,NA,NA
11/12/2023,wm,m,14128,n,NA,NA,NA,lionel,NA,NA,NA,NA
11/12/2023,wm,m,14128,n,NA,NA,NA,lionel,NA,NA,NA,NA
11/12/2023,wm,f,14128,s,NA,NA,0.085,lionel,NA,NA,NA,NA
11/12/2023,su,f,14128,s,NA,NA,0.024,lionel,NA,NA,NA,NA
11/12/2023,mu,f,14128,s,NA,NA,0.0997,lionel,NA,NA,NA,NA
11/12/2023,wm,m,20708,n,NA,NA,NA,lionel,NA,NA,NA,NA
13/12/2023,wm,f,14128,n,NA,NA,0.0294,lionel,NA,NA,NA,NA
13/12/2023,wm,f,14128,n,NA,NA,0.0324,lionel,NA,NA,NA,NA
13/12/2023,wm,m,14128,n,NA,NA,NA,lionel,NA,NA,NA,NA
13/12/2023,wm,f,14128,n,NA,NA,NA,lionel,NA,NA,NA,lost
13/12/2023,wm,m,14128,s,NA,NA,0.0162,lionel,NA,NA,NA,NA
13/12/2023,wm,m,14128,s,NA,NA,0.0338,lionel,NA,NA,NA,NA
13/12/2023,wm,m,14128,s,NA,NA,0.0326,lionel,NA,NA,NA,NA
13/12/2023,wm,m,14128,s,NA,NA,0.0285,lionel,NA,NA,NA,NA
13/12/2023,wm,m,14128,s,NA,NA,0.0143,lionel,NA,NA,NA,NA
13/12/2023,wm,m,14128,s,NA,NA,0.0192,lionel,NA,NA,NA,NA
13/12/2023,wm,m,14128,s,NA,NA,0.0337,lionel,NA,NA,NA,NA
13/12/2023,wm,m,14128,s,NA,NA,0.0357,lionel,NA,NA,NA,NA
13/12/2023,wm,m,17321,s,NA,NA,NA,lionel,NA,NA,NA,NA
13/12/2023,wm,f,20708,s,NA,NA,0.0282,lionel,NA,NA,NA,NA
13/12/2023,wm,m,20708,s,NA,NA,NA,lionel,NA,NA,NA,NA
13/12/2023,wm,f,14158,n,orange3,b2,0.0132,mated,n,o3d5,y,NA
13/12/2023,wm,f,14510,n,orange3,b3,0.0112,mated,n,o3d6,y,NA
13/12/2023,wm,f,14510,n,purple2,c12,0.0433,storage,NA,NA,NA,NA
13/12/2023,wm,f,14511,n,orange3,b4,0.028,mated,n,o3d7,n,NA
13/12/2023,wm,f,14511,n,purple2,d1,0.0127,storage,NA,NA,NA,NA
13/12/2023,wm,f,14511,n,purple2,d2,0.0164,storage,NA,NA,NA,NA
13/12/2023,wm,f,14511,s,purple2,d3,0.0119,storage,NA,NA,NA,NA
13/12/2023,wm,f,19864,s,orange3,b5,0.0343,mated,n,o3d8,y,NA
13/12/2023,wm,f,16089,s,orange3,b6,0.0126,mated,n,o3d9,y,NA
13/12/2023,wm,f,16089,s,purple2,d4,0.0105,storage,NA,NA,NA,NA
13/12/2023,wm,f,16089,s,purple2,d5,0.0126,storage,NA,NA,NA,NA
13/12/2023,wm,f,16089,n,purple2,d6,0.0309,storage,NA,NA,NA,NA
13/12/2023,wm,f,16089,n,purple2,d7,0.0088,storage,NA,NA,NA,NA
13/12/2023,wm,f,16089,n,purple2,d8,0.0129,storage,NA,NA,NA,NA
13/12/2023,wm,f,16091,n,orange3,b7,0.0237,mated,y,o3d10,y,NA
13/12/2023,wm,f,16091,s,purple2,d9,0.017,storage,NA,NA,NA,NA
13/12/2023,mu,f,16091,s,purple2,d10,0.0991,storage,NA,NA,NA,NA
13/12/2023,wm,f,16091,s,purple2,d11,0.0096,storage,NA,NA,NA,NA
13/12/2023,wm,f,16091,s,purple2,d12,0.0116,storage,NA,NA,NA,NA
13/12/2023,wm,f,16091,s,orange3,b8,0.0101,mated,n,o3e1,y,NA
13/12/2023,wm,m,16091,s,s2,a7,NA,storage,NA,NA,NA,NA
13/12/2023,wm,f,16682,s,orange3,b9,0.0193,mated,n,o3e2,y,NA
13/12/2023,wm,f,16682,n,purple2,e1,0.0167,storage,NA,NA,NA,NA
13/12/2023,wm,f,17028,s,orange3,b10,0.0185,mated,n,o3e3,y,NA
13/12/2023,wm,f,17028,s,purple2,e2,0.0191,storage,NA,NA,NA,NA
13/12/2023,wm,f,17028,n,purple2,e3,0.0255,storage,NA,NA,NA,NA
13/12/2023,wm,f,17028,n,purple2,e4,0.0154,storage,NA,NA,NA,NA
13/12/2023,wm,f,17028,n,purple2,e5,0.0218,storage,NA,NA,NA,NA
13/12/2023,wm,f,17028,n,purple2,e6,0.0203,storage,NA,NA,NA,NA
13/12/2023,wm,f,17307,n,orange3,b11,0.024,mated,n,o3e4,y,NA
13/12/2023,wm,f,17115,n,orange3,b12,0.0228,mated,y,o3e5,y,NA
13/12/2023,wm,f,17115,s,purple2,e7,0.0234,storage,NA,NA,NA,NA
13/12/2023,wm,f,17115,s,purple2,e8,0.0202,storage,NA,NA,NA,NA
13/12/2023,wm,f,17115,s,purple2,e9,0.0145,storage,NA,NA,NA,NA
13/12/2023,wm,f,17115,s,purple2,e10,0.0256,storage,NA,NA,NA,NA
13/12/2023,wm,f,17115,s,purple2,e11,0.0408,storage,NA,NA,NA,NA
13/12/2023,wm,f,17307,s,orange3,c1,0.0108,mated,y,o3e6,n,NA
13/12/2023,wm,f,17307,s,purple2,e12,0.0285,storage,NA,NA,NA,NA
13/12/2023,?,f,17307,s,green2,a1,0.0305,storage,NA,NA,NA,not_sure_if_wm_or_other_species._very_green_could_just_be_wm_with_lot's_of_eggs_and_no_scales
13/12/2023,?,f,17307,s,green2,a2,0.0314,storage,NA,NA,NA,not_sure_if_wm_or_other_species._very_green_could_just_be_wm_with_lot's_of_eggs_and_no_scales
13/12/2023,wm,f,17484,s,orange3,c2,0.0192,mated,y,o3e7,y,NA
13/12/2023,wm,f,17484,s,orange3,c3,0.026,mated,y,o3e8,y,NA
13/12/2023,wm,f,17484,s,green2,a3,0.0276,storage,NA,NA,NA,NA
13/12/2023,wm,f,17484,s,green2,a4,0.0276,storage,NA,NA,NA,NA
13/12/2023,wm,f,17863,n,orange3,c4,0.0174,mated,y,o3e9,n,NA
13/12/2023,wm,f,17863,n,orange3,c5,0.0136,mated,y,o3e10,y,NA
13/12/2023,wm,f,17863,n,orange3,c6,0.0322,mated,y,o4a1,y,NA
13/12/2023,wm,m,17863,n,s2,a8,NA,storage,NA,NA,NA,NA
13/12/2023,wm,m,17863,n,s2,a9,NA,storage,NA,NA,NA,NA
13/12/2023,wm,m,17863,s,s2,a10,NA,storage,NA,NA,NA,NA
13/12/2023,?,f,17863,n,green2,a5,0.0269,storage,NA,NA,NA,not_sure_if_wm_or_other_species._very_green_could_just_be_wm_with_lot's_of_eggs_and_no_scales
13/12/2023,wm,f,17863,n,green2,a6,0.0108,storage,NA,NA,NA,NA
13/12/2023,wm,f,17863,s,green2,a7,0.0084,storage,NA,NA,NA,NA
13/12/2023,wm,f,17863,s,green2,a8,0.0215,storage,NA,NA,NA,NA
13/12/2023,wm,f,17863,s,green2,a9,0.0141,storage,NA,NA,NA,NA
13/12/2023,wm,f,17863,s,green2,a10,0.0236,storage,NA,NA,NA,NA
13/12/2023,wm,f,17863,s,green2,a11,0.0156,storage,NA,NA,NA,NA
13/12/2023,wm,f,17893,s,orange3,c7,0.0358,mated,y,o4a2,y,NA
13/12/2023,wm,f,17893,s,green2,a12,0.012,storage,NA,NA,NA,NA
13/12/2023,wm,f,17907,s,orange3,c8,0.0132,mated,n,o4a3,n,NA
13/12/2023,wm,f,17907,s,green2,b1,0.0121,storage,NA,NA,NA,NA
13/12/2023,wm,f,17907,s,green2,b2,0.0093,storage,NA,NA,NA,NA
13/12/2023,wm,f,17907,s,green2,b3,0.0082,storage,NA,NA,NA,NA
13/12/2023,wm,f,17907,s,green2,b4,0.0105,storage,NA,NA,NA,NA
13/12/2023,wm,f,17907,s,green2,b5,0.0225,storage,NA,NA,NA,NA
13/12/2023,wm,f,18178,n,orange3,c9,0.0115,mated,n,o4a4,y,NA
13/12/2023,wm,f,18178,n,green2,b6,0.0124,storage,NA,NA,NA,NA
13/12/2023,wm,f,18178,n,green2,b7,0.0122,storage,NA,NA,NA,NA
13/12/2023,wm,f,18178,s,green2,b8,0.0278,storage,NA,NA,NA,NA
13/12/2023,wm,f,18178,s,green2,b9,0.0069,storage,NA,NA,NA,NA
13/12/2023,wm,f,19864,s,orange3,c10,0.0142,mated,y,o4a5,y,NA
13/12/2023,wm,f,19864,s,green2,b10,0.0143,storage,NA,NA,NA,NA
13/12/2023,wm,f,19864,s,green2,b11,0.0267,storage,NA,NA,NA,NA
13/12/2023,wm,f,19864,s,green2,b12,0.0288,storage,NA,NA,NA,NA
13/12/2023,wm,f,19864,n,green2,c1,0.0335,storage,NA,NA,NA,NA
13/12/2023,wm,f,21184,n,orange3,c11,0.0116,mated,y,o4a6,y,NA
13/12/2023,wm,f,21184,s,orange3,c12,0.0179,mated,y,o4a7,y,NA
13/12/2023,wm,f,21184,s,green2,c2,0.0286,storage,NA,NA,NA,NA
13/12/2023,wm,f,21184,s,green2,c3,0.0083,storage,NA,NA,NA,NA
15/12/2023,wm,m,14291,s,s2,b1,NA,storage,NA,NA,NA,NA
15/12/2023,wm,f,14511,s,orange3,d1,0.0168,mated,n,o4a8,y,NA
15/12/2023,wm,f,14511,s,g2,c4,0.0257,storage,NA,NA,NA,NA
15/12/2023,wm,f,14511,s,g2,c5,0.0129,storage,NA,NA,NA,NA
15/12/2023,wm,m,14510,s,s2,b2,NA,storage,NA,NA,NA,NA
15/12/2023,wm,m,14510,s,s2,b3,NA,storage,NA,NA,NA,NA
15/12/2023,wm,f,16682,n,orange3,d2,0.0117,mated,n,o4a9,n,NA
