date,species,sex,tree_id,orientation,tray_colour,tray_position_id,weight,treatment,with_male,mating_location,eggs,comments
15/12/2023,wm,f,16682,n,green2,c6,0.0381,storage,NA,NA,NA,NA
15/12/2023,wm,f,16091,s,orange3,d3,0.0228,mated,y,o4a10,y,NA
15/12/2023,wm,f,16091,s,green2,c7,0.0409,storage,NA,NA,NA,NA
15/12/2023,wm,f,16089,s,orange3,d4,0.0084,mated,n,o4b1,y,NA
15/12/2023,wm,f,17028,s,orange3,d5,0.0263,mated,n,o4b2,n,NA
15/12/2023,wm,f,17028,s,green2,c8,0.0305,storage,NA,NA,NA,NA
15/12/2023,wm,f,17115,n,orange3,d6,0.0228,mated,y,o4b3,y,green_eggs
15/12/2023,wm,f,17115,s,green2,c9,0.0158,storage,NA,NA,NA,NA
15/12/2023,wm,f,17115,s,green2,c10,0.025,storage,NA,NA,NA,NA
15/12/2023,wm,f,17307,n,orange3,d7,0.0347,mated,y,o4b4,y,NA
15/12/2023,wm,f,17307,n,orange3,d8,0.0241,mated,y,o4b5,n,NA
15/12/2023,wm,f,17307,s,g2,c11,0.0315,storage,NA,NA,NA,NA
15/12/2023,wm,f,17307,s,g2,c12,0.012,storage,NA,NA,NA,NA
15/12/2023,wm,f,17307,s,g2,d1,0.0492,storage,NA,NA,NA,NA
15/12/2023,wm,m,18178,n,s2,b4,NA,storage,NA,NA,NA,NA
15/12/2023,wm,m,18178,s,s2,b5,NA,storage,NA,NA,NA,NA
15/12/2023,wm,f,19864,s,orange3,d9,0.0356,mated,n,o4b6,y,NA
15/12/2023,wm,f,18178,s,orange3,d10,0.0074,mated,n,o4b7,n,NA
15/12/2023,wm,f,17863,n,orange3,d11,0.0148,mated,n,o4b8,y,NA
15/12/2023,wm,f,17863,n,green2,d2,0.0116,storage,NA,NA,NA,NA
15/12/2023,wm,f,17863,n,green2,d3,0.0229,storage,NA,NA,NA,NA
15/12/2023,wm,f,17863,n,green2,d4,0.0188,storage,NA,NA,NA,NA
15/12/2023,wm,f,17863,n,green2,d5,0.0125,storage,NA,NA,NA,NA
15/12/2023,wm,f,17863,n,green2,d6,0.0102,storage,NA,NA,NA,NA
15/12/2023,wm,f,19864,s,orange3,d12,0.0342,mated,y,o4b9,n,NA
15/12/2023,wm,f,19864,s,green2,d7,0.0249,storage,NA,NA,NA,NA
15/12/2023,wm,f,17893,s,orange3,e1,0.0244,mated,n,o4b10,y,NA
15/12/2023,wm,f,17893,n,green2,d8,0.011,storage,NA,NA,NA,NA
15/12/2023,wm,f,17907,s,orange3,e2,0.0353,mated,n,o4c1,y,NA
15/12/2023,wm,f,17907,s,green2,d9,0.0239,storage,NA,NA,NA,NA
15/12/2023,wm,f,17907,s,green2,d10,0.0316,storage,NA,NA,NA,NA
15/12/2023,wm,f,17484,n,orange3,e3,0.0121,mated,n,o4c2,y,NA
15/12/2023,wm,f,17484,s,green2,d11,0.0144,storage,NA,NA,NA,NA
15/12/2023,wm,f,16106,s,orange3,e4,0.0334,mated,n,o4c3,n,wet
15/12/2023,su,f,16106,s,green2,d12,0.0302,storage,NA,NA,NA,NA
15/12/2023,wm,f,16106,s,green2,e1,0.0135,storage,NA,NA,NA,NA
15/12/2023,wm,f,20400,s,orange3,e5,0.0348,mated,n,o4c4,y,mixed_egg_colours
15/12/2023,wm,f,14128,n,NA,NA,0.0154,lionel,NA,NA,NA,NA
15/12/2023,wm,m,14128,n,NA,NA,NA,lionel,NA,NA,NA,NA
15/12/2023,wm,m,14128,n,NA,NA,NA,lionel,NA,NA,NA,NA
15/12/2023,wm,m,17321,n,NA,NA,NA,lionel,NA,NA,NA,NA
15/12/2023,wm,f,17321,n,NA,NA,0.0201,lionel,NA,NA,NA,NA
15/12/2023,wm,f,14128,s,NA,NA,0.0306,lionel,NA,NA,NA,NA
15/12/2023,wm,f,14128,s,NA,NA,0.0249,lionel,NA,NA,NA,NA
15/12/2023,wm,f,14128,s,NA,NA,0.0176,lionel,NA,NA,NA,NA
15/12/2023,wm,m,14128,s,NA,NA,NA,lionel,NA,NA,NA,NA
15/12/2023,wm,m,14128,s,NA,NA,NA,lionel,NA,NA,NA,NA
15/12/2023,wm,f,17321,s,NA,NA,0.0356,lionel,NA,NA,NA,NA
15/12/2023,wm,m,17321,s,NA,NA,NA,lionel,NA,NA,NA,NA
15/12/2023,wm,f,17893,s,blue3,b1,NA,storage,NA,NA,NA,"found_later_in_bottom_of_bag,_not_weighed_dessicated_"
18/12/2023,wm,f,14291,s,orange3,e6,0.0143,mated,n,o4c5,y,NA
18/12/2023,wm,f,14291,n,green2,e2,0.0115,storage,NA,NA,NA,NA
18/12/2023,wm,f,14511,s,orange3,e7,0.0193,mated,n,o4c6,y,NA
18/12/2023,wm,f,14511,s,green2,e3,0.0339,storage,NA,NA,NA,NA
18/12/2023,wm,f,14511,s,green2,e4,0.0152,storage,NA,NA,NA,NA
18/12/2023,wm,f,16091,s,orange3,e8,0.0095,mated,n,o4c7,y,NA
18/12/2023,wm,f,16089,s,orange3,e9,0.02,mated,n,o4c8,y,NA
18/12/2023,wm,f,17115,s,orange3,e10,0.0137,mated,n,o4c9,y,NA
18/12/2023,wm,f,17115,s,green2,e5,0.026,storage,NA,NA,NA,NA
18/12/2023,wm,f,17115,s,green2,e6,0.0202,storage,NA,NA,NA,NA
18/12/2023,wm,f,17307,n,orange3,e11,0.0156,mated,n,o4c10,y,NA
18/12/2023,wm,f,17307,n,green2,e7,0.0079,storage,NA,NA,NA,NA
18/12/2023,wm,f,17307,n,green2,e8,0.0062,storage,NA,NA,NA,NA
18/12/2023,wm,f,17307,s,green2,e9,0.0137,storage,NA,NA,NA,NA
18/12/2023,wm,f,17307,s,green2,e10,0.0111,storage,NA,NA,NA,NA
18/12/2023,wm,f,17484,n,orange3,e12,0.0515,mated,n,o4d1,y,NA
18/12/2023,wm,f,17484,n,green2,e11,0.0266,storage,NA,NA,NA,NA
18/12/2023,wm,f,17484,s,green2,e12,0.0114,storage,NA,NA,NA,NA
18/12/2023,wm,f,17893,s,blue3,e6,0.0234,mated,n,o4d2,y,NA
18/12/2023,wm,f,18178,s,blue3,e7,0.017,mated,n,o4d3,y,NA
18/12/2023,wm,f,16106,s,blue3,e8,0.0294,mated,n,o4d4,y,NA
18/12/2023,wm,f,16091,s,blue3,e9,0.0195,mated,y,o4d5,n,NA
18/12/2023,wm,f,16682,s,blue3,e10,0.0161,mated,y,o4d6,n,NA
18/12/2023,wm,f,17893,s,blue3,e11,0.0121,mated,y,o4d7,y,NA
18/12/2023,wm,f,17893,s,blue3,a1,0.0254,storage,NA,NA,NA,NA
18/12/2023,wm,f,17028,n,blue3,e12,0.0171,mated,y,o4d8,y,NA
18/12/2023,wm,f,17028,n,blue3,a2,0.014,storage,NA,NA,NA,NA
18/12/2023,wm,f,17028,n,blue3,a3,0.154,storage,NA,NA,NA,NA
18/12/2023,wm,f,17028,n,blue3,a4,0.023,storage,NA,NA,NA,NA
18/12/2023,wm,f,17028,n,blue3,a5,0.0231,storage,NA,NA,NA,NA
18/12/2023,wm,f,17028,n,blue3,a6,0.0219,storage,NA,NA,NA,NA
18/12/2023,wm,f,17028,n,blue3,a7,0.0149,storage,NA,NA,NA,NA
18/12/2023,wm,f,17028,n,blue3,a8,0.0252,storage,NA,NA,NA,NA
18/12/2023,wm,f,17028,n,blue3,a9,0.0116,storage,NA,NA,NA,NA
18/12/2023,wm,f,17028,n,blue3,a10,0.0103,storage,NA,NA,NA,NA
18/12/2023,wm,f,17028,n,blue3,a11,0.0168,storage,NA,NA,NA,NA
18/12/2023,wm,f,17028,s,blue3,a12,0.0304,storage,NA,NA,NA,NA
18/12/2023,wm,f,14128,s,NA,NA,0.0322,lionel,NA,NA,NA,NA
18/12/2023,wm,f,14128,s,NA,NA,0.0174,lionel,NA,NA,NA,NA
18/12/2023,wm,f,14128,s,NA,NA,0.0178,lionel,NA,NA,NA,NA
18/12/2023,wm,f,14128,s,NA,NA,0.0299,lionel,NA,NA,NA,NA
18/12/2023,wm,f,14128,s,NA,NA,0.0333,lionel,NA,NA,NA,NA
18/12/2023,wm,f,14128,s,NA,NA,0.0177,lionel,NA,NA,NA,NA
18/12/2023,wm,m,14128,s,NA,NA,NA,lionel,NA,NA,NA,NA
18/12/2023,wm,m,14128,s,NA,NA,NA,lionel,NA,NA,NA,NA
18/12/2023,wm,m,14128,n,NA,NA,NA,lionel,NA,NA,NA,NA
18/12/2023,wm,m,14128,n,NA,NA,NA,lionel,NA,NA,NA,NA
18/12/2023,wm,f,14128,n,NA,NA,0.0143,lionel,NA,NA,NA,NA
18/12/2023,wm,f,14128,n,NA,NA,0.0291,lionel,NA,NA,NA,NA
18/12/2023,wm,m,17321,n,NA,NA,NA,lionel,NA,NA,NA,NA
18/12/2023,wm,m,17321,n,NA,NA,NA,lionel,NA,NA,NA,NA
13/12/2023,wm,m,17863,n,s2,b6,NA,storage,NA,o4_a1,NA,NA
13/12/2023,wm,m,17893,s,s2,b7,NA,storage,NA,o4_a2,NA,NA
13/12/2023,wm,m,19864,s,s2,b8,NA,storage,NA,o4_a5,NA,NA
13/12/2023,wm,m,21184,n,s2,b9,NA,storage,NA,o4_a6,NA,NA
13/12/2023,wm,m,21184,n,s2,b10,NA,storage,NA,o4_a7,NA,NA
15/12/2023,wm,m,16091,n,s2,c1,NA,storage,NA,o4_a10,NA,NA
15/12/2023,wm,m,17115,s,s2,c2,NA,storage,NA,o4_b3,NA,NA
15/12/2023,wm,m,17307,n,s2,c3,NA,storage,NA,o4_b4,NA,NA
15/12/2023,wm,m,17307,n,s2,c4,NA,storage,NA,o4_b5,NA,NA
15/12/2023,wm,m,17863,n,s2,c5,NA,storage,NA,o4_b8,NA,NA
13/12/2023,wm,m,19864,n,s2,c6,NA,storage,NA,o4_b9,NA,NA
13/12/2023,wm,m,17863,n,s2,c7,NA,storage,NA,o3_e10,NA,NA
13/12/2023,wm,m,17863,n,s2,c8,NA,storage,NA,o3_e9,NA,NA
13/12/2023,wm,m,17484,s,s2,c9,NA,storage,NA,o3_e8,NA,NA
13/12/2023,wm,m,17484,s,s2,c10,NA,storage,NA,o3_e7,NA,NA
13/12/2023,wm,m,17307,n,s2,d1,NA,storage,NA,o3_e6,NA,NA
13/12/2023,wm,m,17115,n,s2,d2,NA,storage,NA,o3_e5,NA,NA
13/12/2023,wm,m,16091,n,s2,d3,NA,storage,NA,o3_e1,NA,NA
13/12/2023,wm,m,16091,n,s2,d4,NA,storage,NA,o3_d10,NA,NA
11/12/2023,wm,m,19864,s,s2,d5,NA,storage,NA,o3_d1,NA,NA
11/12/2023,wm,m,18178,s,s2,d6,NA,storage,NA,o3_c8,NA,NA
11/12/2023,wm,m,18178,s,s2,d7,NA,storage,NA,o3_c7,NA,NA
11/12/2023,wm,m,17863,n,s2,d8,NA,storage,NA,o3_c6,NA,NA
11/12/2023,wm,m,17863,n,s2,d9,NA,storage,NA,o3_c5,NA,NA
11/12/2023,wm,m,17863,n,s2,d10,NA,storage,NA,o3_c4,NA,NA
11/12/2023,wm,m,17863,s,s2,e1,NA,storage,NA,o3_c3,NA,NA
11/12/2023,wm,m,17484,s,s2,e2,NA,storage,NA,o3_c2,NA,NA
11/12/2023,wm,m,17484,n,s2,e3,NA,storage,NA,o3_c1,NA,NA
11/12/2023,wm,m,17307,s,s2,e4,NA,storage,NA,o3_b10,NA,NA
11/12/2023,wm,m,17028,n,s2,e5,NA,storage,NA,o3_b9,NA,NA
11/12/2023,wm,m,17028,s,s2,e6,NA,storage,NA,o3_b8,NA,NA
11/12/2023,wm,m,16682,s,s2,e7,NA,storage,NA,o3_b5,NA,NA
11/12/2023,wm,m,16682,s,s2,e8,NA,storage,NA,o3_b4,NA,NA
11/12/2023,wm,m,14511,s,s2,e9,NA,storage,NA,o3_a8,NA,NA
11/12/2023,wm,m,14511,s,s2,e10,NA,storage,NA,o3_a7,NA,NA
18/12/2023,wm,f,14510,s,blue3,b2,0.0122,storage,NA,NA,NA,NA
20/12/2023,wm,m,14291,s,s3,a1,NA,storage,NA,NA,NA,NA
20/12/2023,wm,f,16091,s,blue4,a1,0.0363,mated,n,o4d9,y,NA
20/12/2023,wm,f,14158,s,blue4,a2,0.0187,mated,n,o4d10,y,NA
20/12/2023,wm,m,16106,s,s3,a2,NA,storage,NA,NA,NA,NA
20/12/2023,wm,m,21184,n,s3,a3,NA,storage,NA,NA,NA,NA
20/12/2023,wm,f,18178,n,blue4,a3,0.0126,mated,n,o4e1,y,NA
20/12/2023,wm,f,14511,s,blue4,a4,0.0177,mated,y,o4e2,y,NA
20/12/2023,wm,f,14511,s,blue3,b3,0.0273,storage,NA,NA,NA,NA
20/12/2023,wm,f,15160,s,blue4,a5,0.0432,mated,n,o4e3,y,mixed_egg_colours
20/12/2023,wm,f,15160,n,blue3,b4,0.0122,storage,NA,NA,NA,NA
20/12/2023,wm,f,16682,s,blue4,a6,0.0237,mated,y,o4e4,y,mixed_egg_colours
20/12/2023,su,f,16682,s,blue3,b5,0.0308,storage,NA,NA,NA,NA
20/12/2023,wm,f,16682,s,blue3,b6,0.0172,storage,NA,NA,NA,NA
20/12/2023,wm,f,19864,s,blue4,a7,0.0274,mated,y,o4e5,n,NA
20/12/2023,wm,f,19864,s,blue4,a8,0.0259,mated,y,o4e6,y,NA
20/12/2023,wm,f,19864,s,blue3,b7,0.0202,storage,NA,NA,NA,NA
20/12/2023,wm,f,19864,s,blue3,b8,0.0288,storage,NA,NA,NA,NA
20/12/2023,wm,f,17307,s,blue4,a9,0.0133,mated,y,o4e7,n,NA
20/12/2023,wm,f,17307,s,blue3,b9,0.0123,storage,NA,NA,NA,NA
20/12/2023,wm,f,17307,s,blue3,b10,0.0096,storage,NA,NA,NA,NA
20/12/2023,wm,f,17321,n,blue4,a10,0.0239,mated,y,o4e8,y,NA
20/12/2023,mu,f,17028,s,blue3,b11,0.0864,storage,NA,NA,NA,NA
20/12/2023,wm,f,17028,s,blue4,a11,0.0221,mated,y,o4e9,y,NA
20/12/2023,wm,f,17028,s,blue3,b12,0.0123,storage,NA,NA,NA,NA
20/12/2023,wm,f,17028,s,blue3,c1,0.0309,storage,NA,NA,NA,NA
20/12/2023,wm,f,17028,s,blue3,c2,0.0086,storage,NA,NA,NA,NA
20/12/2023,wm,f,17028,s,blue3,c3,0.0133,storage,NA,NA,NA,NA
20/12/2023,wm,f,17028,s,blue3,c4,0.0136,storage,NA,NA,NA,NA
20/12/2023,wm,f,17028,s,blue3,c5,0.0125,storage,NA,NA,NA,NA
20/12/2023,wm,f,17115,n,blue4,a12,0.0114,mated,y,o4e10,y,NA
20/12/2023,wm,f,17115,s,blue3,c6,0.0101,storage,NA,NA,NA,NA
20/12/2023,wm,f,17115,s,blue3,c7,0.0184,storage,NA,NA,NA,NA
20/12/2023,wm,f,17115,s,blue3,c8,0.0172,storage,NA,NA,NA,NA
20/12/2023,wm,f,17115,s,blue3,c9,0.0104,storage,NA,NA,NA,NA
20/12/2023,wm,f,17115,s,blue3,c10,0.0113,storage,NA,NA,NA,NA
20/12/2023,wm,f,17484,s,blue4,b1,0.0199,mated,y,o5a1,y,NA
20/12/2023,wm,f,17484,s,blue4,b2,0.0249,mated,y,o5a2,y,NA
20/12/2023,wm,f,17484,s,blue3,c11,0.0089,storage,NA,NA,NA,NA
20/12/2023,wm,f,17484,s,blue3,c12,0.0129,storage,NA,NA,NA,NA
20/12/2023,wm,f,17893,s,blue4,b3,0.0328,mated,n,o5a3,y,NA
20/12/2023,wm,f,17893,s,blue3,d1,0.0314,storage,NA,NA,NA,NA
20/12/2023,wm,f,17893,s,blue3,d2,0.0291,storage,NA,NA,NA,NA
20/12/2023,wm,f,17893,s,blue3,d3,0.0283,storage,NA,NA,NA,NA
20/12/2023,wm,f,17907,s,blue4,b4,0.0191,mated,n,o5a4,y,NA
20/12/2023,wm,f,17907,s,blue3,d4,0.0183,storage,NA,NA,NA,NA
20/12/2023,wm,f,17907,s,blue3,d5,0.0114,storage,NA,NA,NA,NA
20/12/2023,wm,f,17907,s,blue3,d6,0.0237,storage,NA,NA,NA,NA
20/12/2023,wm,f,17863,s,blue4,b5,0.015,mated,y,o5a5,y,NA
20/12/2023,wm,f,17863,n,blue4,b6,0.0272,mated,y,o5a6,y,NA
20/12/2023,wm,f,17863,n,blue4,b7,0.0165,mated,y,o5a7,y,NA
20/12/2023,wm,f,17863,n,blue4,b8,0.0146,mated,y,o5a8,n,NA
20/12/2023,wm,f,17863,n,blue3,d7,0.0191,storage,NA,NA,NA,NA
20/12/2023,wm,f,17863,s,blue3,d8,0.0135,storage,NA,NA,NA,NA
20/12/2023,wm,f,17863,s,blue3,d9,0.0165,storage,NA,NA,NA,NA
20/12/2023,wm,f,17863,s,blue3,d10,0.0133,storage,NA,NA,NA,NA
20/12/2023,wm,f,14128,s,NA,NA,0.0114,lionel,NA,NA,NA,NA
20/12/2023,wm,f,14128,s,NA,NA,0.0214,lionel,NA,NA,NA,NA
20/12/2023,wm,f,14128,s,NA,NA,0.014,lionel,NA,NA,NA,NA
20/12/2023,wm,f,14128,s,NA,NA,0.0375,lionel,NA,NA,NA,NA
20/12/2023,wm,m,14128,s,NA,NA,NA,lionel,NA,NA,NA,NA
20/12/2023,wm,m,14128,n,NA,NA,NA,lionel,NA,NA,NA,NA
20/12/2023,wm,m,14128,n,NA,NA,NA,lionel,NA,NA,NA,NA
20/12/2023,wm,m,14128,n,NA,NA,NA,lionel,NA,NA,NA,NA
20/12/2023,wm,m,14128,n,NA,NA,NA,lionel,NA,NA,NA,NA
20/12/2023,wm,m,14128,n,NA,NA,NA,lionel,NA,NA,NA,NA
22/12/2023,wm,f,20400,n,blue4,b9,0.0412,mated,n,o5a9,y,NA
22/12/2023,wm,f,14511,s,blue4,b10,0.0196,mated,y,o5a10,n,NA
22/12/2023,wm,f,16091,s,blue4,b11,0.0406,mated,y,o5b1,n,NA
22/12/2023,wm,f,17893,s,blue4,b12,0.0091,mated,n,o5b2,n,NA
22/12/2023,wm,f,17893,s,blue3,d11,0.0224,storage,NA,NA,NA,NA
22/12/2023,wm,f,17115,s,blue4,c1,0.0087,mated,n,o5b3,n,NA
22/12/2023,wm,f,17115,s,blue3,d12,0.0235,storage,NA,NA,NA,NA
22/12/2023,wm,f,17307,s,blue4,c2,0.0075,mated,n,o5b4,n,NA
22/12/2023,wm,f,17307,s,blue3,e1,0.0123,storage,NA,NA,NA,NA
22/12/2023,wm,f,17307,s,blue3,e2,0.006,storage,NA,NA,NA,NA
22/12/2023,wm,f,17028,n,blue4,c3,0.0104,mated,n,o5b5,y,NA
22/12/2023,wm,f,17028,n,blue3,e3,0.0238,storage,NA,NA,NA,NA
22/12/2023,wm,f,18178,n,s4,d7,0.0224,mated,n,o5b6,y,NA
22/12/2023,wm,f,19864,s,s4,d8,0.0108,mated,n,o5b7,n,NA
22/12/2023,wm,f,19864,n,blue3,e4,0.0145,storage,NA,NA,NA,NA
22/12/2023,wm,f,19864,n,blue3,e5,0.0133,storage,NA,NA,NA,NA
22/12/2023,wm,f,19872,n,s4,d9,0.054,mated,n,o5b8,863,NA
22/12/2023,wm,f,20729,s,NA,NA,0.0097,lionel,NA,NA,NA,NA
22/12/2023,wm,m,14128,s,NA,NA,0.0097,lionel,NA,NA,NA,NA
12/04/2023,wm,m,14511,s,s3,a4,na,mated,y,o1b9,NA,NA
12/04/2023,wm,m,17863,n,s3,a5,na,mated,y,o1b10,NA,NA
12/04/2023,wm,m,17893,n,s3,a6,na,mated,y,o1c1,NA,NA
12/04/2023,wm,m,17028,s,s3,a7,na,mated,y,o1c2,NA,NA
12/04/2023,wm,m,16106,s,s3,a8,na,mated,y,o1c5,NA,NA
12/04/2023,wm,m,16106,s,s3,a9,na,mated,y,o1c6,NA,NA
12/04/2023,wm,m,17115,n,s3,a10,na,mated,y,o1c7,NA,NA
12/04/2023,wm,m,17115,s,s3,b1,na,mated,y,o1c8,NA,NA
12/04/2023,wm,m,18178,s,s3,b2,na,mated,y,o1c9,NA,NA
12/04/2023,wm,m,18178,s,s3,b3,na,mated,y,o1c10,NA,NA
12/04/2023,wm,m,19864,n,s3,b4,na,mated,y,o1d1,NA,NA
12/04/2023,wm,m,19872,s,s3,b5,na,mated,y,o1d2,NA,NA
12/04/2023,wm,m,21184,n,s3,b6,na,mated,y,o1d3,NA,NA
12/04/2023,wm,m,21184,s,s3,b7,na,mated,y,o1d4,NA,NA
12/04/2023,wm,m,17484,n,s3,b8,na,mated,y,o1e2,NA,NA
12/04/2023,wm,m,17484,n,s3,b9,na,mated,y,o1e3,NA,NA
12/04/2023,wm,m,17484,n,s3,b10,na,mated,y,o1e4,NA,NA
12/04/2023,wm,m,17484,s,s3,c1,na,mated,y,o1e5,NA,NA
12/04/2023,wm,m,17907,s,s3,c2,na,mated,y,o1e6,NA,NA
12/06/2023,wm,m,17307,n,s3,c3,na,mated,y,o1e7,NA,NA
12/06/2023,wm,m,17307,n,s3,c4,na,mated,y,o1e8,NA,NA
12/06/2023,wm,m,17484,n,s3,c5,na,mated,y,o1e9,NA,NA
12/06/2023,wm,m,17115,s,s3,c6,na,mated,y,o1e10,NA,NA
12/06/2023,wm,m,17863,n,s3,c7,na,mated,y,o2a3,NA,NA
12/06/2023,wm,m,17863,n,s3,c8,na,mated,y,o2a4,NA,NA
12/06/2023,wm,m,17863,n,s3,c9,na,mated,y,o2a5,NA,NA
12/06/2023,wm,m,17863,s,s3,c10,na,mated,y,o2a6,NA,NA
12/06/2023,wm,m,17863,s,s3,d1,na,mated,y,o2a7,NA,NA
12/06/2023,wm,m,17863,s,s3,d2,na,mated,y,o2a8,NA,NA
12/06/2023,wm,m,17907,s,s3,d3,na,mated,y,o2a9,NA,NA
12/06/2023,wm,m,16089,n,s3,d4,na,mated,y,o2a10,NA,NA
12/06/2023,wm,m,16091,s,s3,d5,na,mated,y,o2b1,NA,NA
12/06/2023,wm,m,16091,s,s3,d6,na,mated,y,o2b2,NA,NA
12/06/2023,wm,m,16091,s,s3,d7,na,mated,y,o2b3,NA,NA
12/06/2023,wm,m,16091,n,s3,d8,na,mated,y,o2b4,NA,NA
12/06/2023,wm,m,16682,n,s3,d9,na,mated,y,o2b5,NA,NA
12/06/2023,wm,m,14511,s,s3,d10,na,mated,y,o2b8,NA,NA
12/06/2023,wm,m,19864,s,s3,e1,na,mated,y,o2c2,NA,NA
12/06/2023,wm,m,19864,s,s3,e2,na,mated,y,o2c4,NA,NA
12/06/2023,wm,m,19864,s,s3,e3,na,mated,y,o2c5,NA,NA
12/06/2023,wm,m,21184,s,s3,e4,na,mated,y,o2c6,NA,NA
12/06/2023,wm,m,21184,s,s3,e5,na,mated,y,o2c7,NA,NA
12/06/2023,wm,m,21184,n,s3,e6,na,mated,y,o2c8,NA,NA
12/08/2023,wm,m,14510,s,s3,e7,na,mated,y,o2c9,NA,NA
12/08/2023,wm,m,14510,n,s3,e8,na,mated,y,o2c10,NA,NA
12/08/2023,wm,m,14511,s,s3,e9,na,mated,y,o2d1,NA,NA
12/08/2023,wm,m,14511,s,s3,e10,na,mated,y,o2d2,NA,NA
12/08/2023,wm,m,14511,s,s4,a1,na,mated,y,o2d3,NA,NA
12/08/2023,wm,m,16091,s,s4,a2,na,mated,y,o2d6,NA,NA
12/08/2023,wm,m,16682,s,s4,a3,na,mated,y,o2d7,NA,NA
12/08/2023,wm,m,16682,n,s4,a4,na,mated,y,o2d8,NA,NA
12/08/2023,wm,m,17115,s,s4,a5,na,mated,y,o2e1,NA,NA
12/08/2023,wm,m,17484,n,s4,a6,na,mated,y,o2e2,NA,NA
12/08/2023,wm,m,17484,n,s4,a7,na,mated,y,o2e3,NA,NA
12/08/2023,wm,m,17484,n,s4,a8,na,mated,y,o2e4,NA,NA
12/08/2023,wm,m,17863,n,s4,a9,na,mated,y,o2e5,NA,NA
12/08/2023,wm,m,17863,s,s4,a10,na,mated,y,o2e6,NA,NA
12/08/2023,wm,m,17863,s,s4,b1,na,mated,y,o2e7,NA,NA
12/08/2023,wm,m,19864,n,s4,b2,na,mated,y,o2e10,NA,NA
12/08/2023,wm,m,19864,s,s4,b3,na,mated,y,o3a1,NA,NA
12/08/2023,wm,m,19864,s,s4,b4,na,mated,y,o3a2,NA,NA
12/08/2023,wm,m,17307,s,s4,b5,na,mated,y,o3a3,NA,NA
12/08/2023,wm,m,21184,n,s4,b6,na,mated,y,o4a6,NA,NA
18/12/23,wm,m,16091,s,s4,b7,na,mated,y,o4d5,NA,NA
18/12/23,wm,m,16682,s,s4,b8,na,mated,y,o4d6,NA,NA
18/12/23,wm,m,17893,s,s4,b9,na,mated,y,o4d7,NA,NA
18/12/23,wm,m,17028,n,s4,b10,na,mated,y,o4d8,NA,NA
20/12/23,wm,m,14511,s,s4,c1,na,mated,y,o4e2,NA,NA
20/12/23,wm,m,16682,n,s4,c2,na,mated,y,o4e4,NA,NA
20/12/23,wm,m,19864,s,s4,c3,na,mated,y,o4e5,NA,NA
20/12/23,wm,m,19864,s,s4,c4,na,mated,y,o4e6,NA,NA
20/12/23,wm,m,17307,s,s4,c5,na,mated,y,o4e7,NA,NA
20/12/23,wm,m,17321,n,s4,c6,na,mated,y,o4e8,NA,NA
20/12/23,wm,m,17028,s,s4,c7,na,mated,y,o4e9,NA,NA
20/12/23,wm,m,17115,n,s4,c8,na,mated,y,o4e10,NA,NA
20/12/23,wm,m,17484,s,s4,c9,na,mated,y,o5a1,NA,NA
20/12/23,wm,m,17484,s,s4,c10,na,mated,y,o5a2,NA,NA
20/12/23,wm,m,17863,s,s4,d1,na,mated,y,o5a5,NA,NA
20/12/23,wm,m,17863,n,s4,d2,na,mated,y,o5a6,NA,NA
20/12/23,wm,m,17863,n,s4,d3,na,mated,y,o5a7,NA,NA
20/12/23,wm,m,17863,n,s4,d4,na,mated,y,o5a8,NA,NA
22/12/23,wm,m,14511,s,s4,d5,na,mated,y,o5a10,NA,NA
22/12/23,wm,m,16091,s,s4,d6,na,mated,y,o5b1,NA,NA
